evidence_status,synthetic,model,pair,strategy,budget_seconds,K,p,Y,risk_increases,risk_decreases,K_0,p_0,Y_0,delta_Y,precision_threshold,precision_threshold_gt_one,upfront_seconds,audit_seconds,required_seconds,unspent_seconds,overhead_exceeds_budget,decomposition_status,precision_gain,capacity_loss
historical_observation,False,granite,7107-7108,paid_primary,83.6663481220603,62,0.3387096774193548,21,2,19,223,0.35874439461883406,80,-59,1.2903225806451613,True,61.14865277037025,22.324608951807022,83.47326172217727,0.19308639988302942,False,defined,-277/223,12880/223
historical_observation,False,granite,7107-7108,paid_norm,83.6663481220603,82,0.2926829268292683,24,6,18,223,0.35874439461883406,80,-56,0.975609756097561,False,54.58031367585063,28.82141948118806,83.40173315703869,0.26461496502160836,False,defined,-1208/223,11280/223
historical_observation,False,granite,7109-7110,direct,83.6663481220603,152,0.7302631578947368,111,0,111,152,0.7302631578947368,111,0,0.7302631578947368,False,0.0020456835627555847,83.53809554874897,83.54014123231173,0.12620688974857466,False,defined,0,0
historical_observation,False,granite,7109-7110,loss,83.6663481220603,40,0.225,9,0,9,152,0.7302631578947368,111,-102,2.775,True,62.02730913460255,21.101645685732365,83.12895482033491,0.5373933017253867,False,defined,-384/19,1554/19
historical_observation,False,granite,7109-7110,primary,83.6663481220603,48,0.625,30,0,30,152,0.7302631578947368,111,-81,2.3125,True,55.77784667164087,27.395441699773073,83.17328837141395,0.4930597506463509,False,defined,-96/19,1443/19
historical_observation,False,granite,7109-7110,norm,83.6663481220603,60,0.5333333333333333,32,0,32,152,0.7302631578947368,111,-79,1.85,True,49.59194850176573,33.62308568134904,83.21503418311477,0.45131393894553395,False,defined,-449/38,2553/38
historical_observation,False,granite,7109-7110,paid_direct,83.6663481220603,143,0.7342657342657343,105,0,105,152,0.7302631578947368,111,-6,0.7762237762237763,False,4.298618414252997,79.1464980468154,83.4451164610684,0.22123166099190833,False,defined,87/152,999/152
historical_observation,False,granite,7109-7110,paid_loss,83.6663481220603,33,0.12121212121212122,4,0,4,152,0.7302631578947368,111,-107,3.3636363636363638,True,66.32388186529279,17.14631252363324,83.47019438892603,0.19615373313426873,False,defined,-3055/152,13209/152
historical_observation,False,granite,7109-7110,paid_primary,83.6663481220603,40,0.6,24,0,24,152,0.7302631578947368,111,-87,2.775,True,60.07441940233112,23.04130495712161,83.11572435945273,0.5506237626075725,False,defined,-99/19,1554/19
historical_observation,False,granite,7109-7110,paid_norm,83.6663481220603,52,0.5384615384615384,28,0,28,152,0.7302631578947368,111,-83,2.1346153846153846,True,53.888521232455965,29.208758931607008,83.09728016406298,0.5690679579973241,False,defined,-379/38,2775/38
historical_observation,False,granite,7111-7112,direct,83.6663481220603,155,0.47096774193548385,73,9,64,155,0.47096774193548385,73,0,0.47096774193548385,False,0.00221378356218338,83.57807030901313,83.58028409257531,0.08606402948498837,False,defined,0,0
historical_observation,False,granite,7111-7112,loss,83.6663481220603,37,0.40540540540540543,15,3,12,155,0.47096774193548385,73,-58,1.972972972972973,True,63.061003874987364,19.55967726185918,82.62068113684654,1.045666985213761,False,defined,-376/155,8614/155
historical_observation,False,granite,7111-7112,primary,83.6663481220603,54,0.37037037037037035,20,2,18,155,0.47096774193548385,73,-53,1.3518518518518519,True,55.663825292140245,27.88212851434946,83.5459538064897,0.12039431557059303,False,defined,-842/155,7373/155
historical_observation,False,granite,7111-7112,norm,83.6663481220603,64,0.390625,25,6,19,155,0.47096774193548385,73,-48,1.140625,True,50.09847015887499,33.34896006807685,83.44743022695184,0.21891789510846274,False,defined,-797/155,6643/155
historical_observation,False,granite,7111-7112,paid_direct,83.6663481220603,148,0.47297297297297297,70,9,61,155,0.47096774193548385,73,-3,0.49324324324324326,False,4.272752397507429,78.77815203741193,83.05090443491936,0.6154436871409426,False,defined,46/155,511/155
historical_observation,False,granite,7111-7112,paid_loss,83.6663481220603,30,0.36666666666666664,11,2,9,155,0.47096774193548385,73,-62,2.433333333333333,True,67.33154248893261,16.19183349236846,83.52337598130107,0.1429721407592338,False,defined,-97/31,1825/31
historical_observation,False,granite,7111-7112,paid_primary,83.6663481220603,47,0.40425531914893614,19,2,17,155,0.47096774193548385,73,-54,1.553191489361702,True,59.934363906085494,23.1127552613616,83.0471191674471,0.6192289546132086,False,defined,-486/155,7884/155
historical_observation,False,granite,7111-7112,paid_norm,83.6663481220603,55,0.38181818181818183,21,5,16,155,0.47096774193548385,73,-52,1.3272727272727274,True,54.36900877282024,28.747873283922672,83.11688205674291,0.5494660653173934,False,defined,-152/31,1460/31
historical_observation,False,granite,7113-7114,direct,83.6663481220603,187,0.48663101604278075,91,4,87,187,0.48663101604278075,91,0,0.48663101604278075,False,0.002238806337118149,83.20880281552672,83.21104162186384,0.45530650019645796,False,defined,0,0
historical_observation,False,granite,7113-7114,loss,83.6663481220603,51,0.6470588235294118,33,4,29,187,0.48663101604278075,91,-58,1.7843137254901962,True,60.36473702266812,22.996525403112173,83.3612624257803,0.3050856962800068,False,defined,90/11,728/11
historical_observation,False,granite,7113-7114,primary,83.6663481220603,71,0.4647887323943662,33,3,30,187,0.48663101604278075,91,-58,1.2816901408450705,True,53.76300308480859,29.51725449413061,83.2802575789392,0.3860905431210985,False,defined,-290/187,10556/187
historical_observation,False,granite,7113-7114,norm,83.6663481220603,84,0.4642857142857143,39,5,34,187,0.48663101604278075,91,-52,1.0833333333333333,True,47.8070571385324,35.652157351374626,83.45921448990703,0.2071336321532764,False,defined,-351/187,9373/187
historical_observation,False,granite,7113-7114,paid_direct,83.6663481220603,178,0.4887640449438202,87,4,83,187,0.48663101604278075,91,-4,0.5112359550561798,False,4.196061466634274,79.0282564945519,83.22431796118617,0.44203016087412883,False,defined,71/187,819/187
historical_observation,False,granite,7113-7114,paid_loss,83.6663481220603,42,0.6666666666666666,28,4,24,187,0.48663101604278075,91,-63,2.1666666666666665,True,64.55855968296528,18.731642998754978,83.29020268172026,0.3761454403400457,False,defined,1414/187,13195/187
historical_observation,False,granite,7113-7114,paid_primary,83.6663481220603,60,0.45,27,2,25,187,0.48663101604278075,91,-64,1.5166666666666666,True,57.956825745105746,25.196975756436586,83.15380150154233,0.5125466205179674,False,defined,-411/187,11557/187
historical_observation,False,granite,7113-7114,paid_norm,83.6663481220603,72,0.4861111111111111,35,4,31,187,0.48663101604278075,91,-56,1.2638888888888888,True,52.00087979882955,30.96402681618929,82.96490661501885,0.7014415070414575,False,defined,-7/187,10465/187
historical_observation,False,granite,7115-7116,direct,83.6663481220603,136,0.7867647058823529,107,107,0,136,0.7867647058823529,107,0,0.7867647058823529,False,0.002056967467069626,83.57161594182253,83.5736729092896,0.09267521277070187,False,defined,0,0
historical_observation,False,granite,7115-7116,loss,83.6663481220603,36,0.6111111111111112,22,22,0,136,0.7867647058823529,107,-85,2.9722222222222223,True,61.5132148116827,22.114367689937353,83.62758250162005,0.038765620440245264,False,defined,-215/34,2675/34
historical_observation,False,granite,7115-7116,primary,83.6663481220603,46,0.41304347826086957,19,19,0,136,0.7867647058823529,107,-88,2.3260869565217392,True,55.647234339267015,27.687201146036386,83.3344354853034,0.33191263675689847,False,defined,-1169/68,4815/68
historical_observation,False,granite,7115-7116,norm,83.6663481220603,54,0.6111111111111112,33,33,0,136,0.7867647058823529,107,-74,1.9814814814814814,True,50.35000325739384,32.914485566318035,83.26448882371187,0.4018592983484293,False,defined,-645/68,4387/68
historical_observation,False,granite,7115-7116,paid_direct,83.6663481220603,128,0.7734375,99,99,0,136,0.7867647058823529,107,-8,0.8359375,False,4.566180516779423,78.34249724820256,82.90867776498199,0.7576703570783153,False,defined,-29/17,107/17
historical_observation,False,granite,7115-7116,paid_loss,83.6663481220603,28,0.5,14,14,0,136,0.7867647058823529,107,-93,3.8214285714285716,True,66.07733836099506,17.2036061771214,83.28094453811646,0.38540358394384455,False,defined,-273/34,2889/34
historical_observation,False,granite,7115-7116,paid_primary,83.6663481220603,39,0.38461538461538464,15,15,0,136,0.7867647058823529,107,-92,2.7435897435897436,True,60.21135788857937,23.37977660447359,83.59113449305296,0.07521362900734105,False,defined,-2133/136,10379/136
historical_observation,False,granite,7115-7116,paid_norm,83.6663481220603,47,0.6382978723404256,30,30,0,136,0.7867647058823529,107,-77,2.276595744680851,True,54.914126806706186,28.736577481031418,83.65070428773761,0.01564383432269361,False,defined,-949/136,9523/136
historical_observation,False,granite,7117-7118,direct,83.6663481220603,164,0.6158536585365854,101,98,3,164,0.6158536585365854,101,0,0.6158536585365854,False,0.0022308900952339172,83.57527908682823,83.57750997692347,0.08883814513683483,False,defined,0,0
historical_observation,False,granite,7117-7118,loss,83.6663481220603,39,0.358974358974359,14,13,1,164,0.6158536585365854,101,-87,2.58974358974359,True,61.95977534726262,21.301127150654793,83.26090249791741,0.40544562414288665,False,defined,-1643/164,12625/164
historical_observation,False,granite,7117-7118,primary,83.6663481220603,55,0.4727272727272727,26,21,5,164,0.6158536585365854,101,-75,1.8363636363636364,True,54.048838172107935,29.18350162729621,83.23233979940414,0.43400832265615263,False,defined,-1291/164,11009/164
historical_observation,False,granite,7117-7118,norm,83.6663481220603,63,0.47619047619047616,30,29,1,164,0.6158536585365854,101,-71,1.6031746031746033,True,49.78300281241536,33.82663515582681,83.60963796824217,0.05671015381813316,False,defined,-1443/164,10201/164
historical_observation,False,granite,7117-7118,paid_direct,83.6663481220603,155,0.6129032258064516,95,92,3,164,0.6158536585365854,101,-6,0.6516129032258065,False,4.186507974565029,79.21324969828129,83.39975767284632,0.2665904492139835,False,defined,-75/164,909/164
historical_observation,False,granite,7117-7118,paid_loss,83.6663481220603,31,0.3870967741935484,12,11,1,164,0.6158536585365854,101,-89,3.2580645161290325,True,66.14405243173242,17.10815840959549,83.25221084132791,0.4141372807323949,False,defined,-1163/164,13433/164
historical_observation,False,granite,7117-7118,paid_primary,83.6663481220603,47,0.46808510638297873,22,19,3,164,0.6158536585365854,101,-79,2.148936170212766,True,58.23311525657773,24.917241644114256,83.15035690069199,0.515991221368311,False,defined,-1139/164,11817/164
historical_observation,False,granite,7117-7118,paid_norm,83.6663481220603,54,0.5,27,26,1,164,0.6158536585365854,101,-74,1.8703703703703705,True,53.96727989688515,29.07176872342825,83.03904862031341,0.6272995017468959,False,defined,-513/82,5555/82
historical_observation,False,granite,7119-7120,direct,83.6663481220603,302,0.2052980132450331,62,15,47,302,0.2052980132450331,62,0,0.2052980132450331,False,0.0011020228266716003,83.58383403345942,83.5849360562861,0.0814120657742032,False,defined,0,0
historical_observation,False,granite,7119-7120,loss,83.6663481220603,80,0.5375,43,7,36,302,0.2052980132450331,62,-19,0.775,False,61.457870218902826,22.19832556322217,83.656195782125,0.010152339935304174,False,defined,4013/151,6882/151
historical_observation,False,granite,7119-7120,primary,83.6663481220603,104,0.3269230769230769,34,5,29,302,0.2052980132450331,62,-28,0.5961538461538461,False,54.64016588404775,28.847287081182003,83.48745296522975,0.1788951568305476,False,defined,1910/151,6138/151
historical_observation,False,granite,7119-7120,norm,83.6663481220603,126,0.29365079365079366,37,7,30,302,0.2052980132450331,62,-25,0.49206349206349204,False,48.738747015595436,34.849879663437605,83.58862667903304,0.07772144302725731,False,defined,1681/151,5456/151
historical_observation,False,granite,7119-7120,paid_direct,83.6663481220603,286,0.20279720279720279,58,13,45,302,0.2052980132450331,62,-4,0.21678321678321677,False,4.471468743681908,79.0851450227201,83.55661376640201,0.1097343556582937,False,defined,-108/151,496/151
historical_observation,False,granite,7119-7120,paid_loss,83.6663481220603,63,0.49206349206349204,31,6,25,302,0.2052980132450331,62,-31,0.9841269841269841,False,65.92823693975807,17.443726036697626,83.37196297645569,0.29438514560461193,False,defined,2728/151,7409/151
historical_observation,False,granite,7119-7120,paid_primary,83.6663481220603,88,0.32954545454545453,29,5,24,302,0.2052980132450331,62,-33,0.7045454545454546,False,59.110532604902986,24.43864618986845,83.54917879477144,0.11716932728886442,False,defined,1651/151,6634/151
historical_observation,False,granite,7119-7120,paid_norm,83.6663481220603,110,0.3,33,6,27,302,0.2052980132450331,62,-29,0.5636363636363636,False,53.209113736450675,30.406250420957804,83.61536415740848,0.05098396465182247,False,defined,1573/151,5952/151
historical_observation,False,granite,7121-7122,direct,83.6663481220603,301,0.15946843853820597,48,26,22,301,0.15946843853820597,48,0,0.15946843853820597,False,0.001114729791879654,83.58881311118603,83.58992784097791,0.07642028108239306,False,defined,0,0
historical_observation,False,granite,7121-7122,loss,83.6663481220603,74,0.6081081081081081,45,26,19,301,0.15946843853820597,48,-3,0.6486486486486487,False,62.851253751665354,20.567997086793184,83.41925083845854,0.24709728360176147,False,defined,9993/301,10896/301
historical_observation,False,granite,7121-7122,primary,83.6663481220603,99,0.31313131313131315,31,13,18,301,0.15946843853820597,48,-17,0.48484848484848486,False,56.03591484948993,27.572103291749954,83.60801814123988,0.0583299808204217,False,defined,4579/301,9696/301
historical_observation,False,granite,7121-7122,norm,83.6663481220603,120,0.30833333333333335,37,19,18,301,0.15946843853820597,48,-11,0.4,False,50.17777517437935,33.2672356441617,83.44501081854105,0.22133730351925002,False,defined,5377/301,8688/301
historical_observation,False,granite,7121-7122,paid_direct,83.6663481220603,286,0.16083916083916083,46,25,21,301,0.15946843853820597,48,-2,0.16783216783216784,False,4.307153724879027,79.32310790941119,83.63026163429022,0.03608648777008166,False,defined,118/301,720/301
historical_observation,False,granite,7121-7122,paid_loss,83.6663481220603,58,0.6379310344827587,37,21,16,301,0.15946843853820597,48,-11,0.8275862068965517,False,67.1572927467525,16.249255504459143,83.40654825121165,0.259799870848656,False,defined,8353/301,11664/301
historical_observation,False,granite,7121-7122,paid_primary,83.6663481220603,83,0.30120481927710846,25,9,16,301,0.15946843853820597,48,-23,0.5783132530120482,False,60.34195384457707,23.167713720351458,83.50966756492853,0.15668055713177134,False,defined,3541/301,10464/301
historical_observation,False,granite,7121-7122,paid_norm,83.6663481220603,105,0.3142857142857143,33,18,15,301,0.15946843853820597,48,-15,0.45714285714285713,False,54.4838141694665,29.07948264479637,83.56329681426287,0.10305130779743273,False,defined,699/43,1344/43
historical_observation,False,granite,7123-7124,direct,83.6663481220603,135,0.7185185185185186,97,0,97,135,0.7185185185185186,97,0,0.7185185185185186,False,0.0010966360569000244,83.65917881205678,83.66027544811368,0.006072673946620376,False,defined,0,0
historical_observation,False,granite,7123-7124,loss,83.6663481220603,35,0.5714285714285714,20,0,20,135,0.7185185185185186,97,-77,2.7714285714285714,True,61.99662337824702,21.26507417112589,83.26169754937291,0.4046505726873872,False,defined,-139/27,1940/27
historical_observation,False,granite,7123-7124,primary,83.6663481220603,46,0.5,23,0,23,135,0.7185185185185186,97,-74,2.108695652173913,True,54.78337696939707,28.55158805474639,83.33496502414346,0.33138309791684223,False,defined,-1357/135,8633/135
